LINESTRING (1.682874 42.507512, 1.682816 42.507489) 
LINESTRING (1.682816 42.507489, 1.682734 42.507466) 
LINESTRING (1.682734 42.507466, 1.682652 42.507443) 
LINESTRING (1.682652 42.507443, 1.682568 42.507435) 
LINESTRING (1.682568 42.507435, 1.682464 42.507418) 
LINESTRING (1.682464 42.507418, 1.682339 42.507379) 
LINESTRING (1.682339 42.507379, 1.682247 42.507346) 
LINESTRING (1.682247 42.507346, 1.682120 42.507319) 
LINESTRING (1.682120 42.507319, 1.682029 42.507276) 
LINESTRING (1.682029 42.507276, 1.681974 42.507261) 
LINESTRING (1.681974 42.507261, 1.681891 42.507232) 
LINESTRING (1.681891 42.507232, 1.681755 42.507205) 
LINESTRING (1.681755 42.507205, 1.681582 42.507153) 
LINESTRING (1.681582 42.507153, 1.681425 42.507124) 
LINESTRING (1.681425 42.507124, 1.681348 42.507094) 
LINESTRING (1.681348 42.507094, 1.681254 42.507062) 
LINESTRING (1.681254 42.507062, 1.681167 42.507052) 
LINESTRING (1.681167 42.507052, 1.680956 42.507030) 
LINESTRING (1.680956 42.507030, 1.680872 42.507058) 
LINESTRING (1.680872 42.507058, 1.680762 42.507066) 
LINESTRING (1.680762 42.507066, 1.680714 42.507060) 
LINESTRING (1.680714 42.507060, 1.680596 42.507034) 
LINESTRING (1.680596 42.507034, 1.680500 42.507005) 
LINESTRING (1.680500 42.507005, 1.680367 42.506996) 
LINESTRING (1.680367 42.506996, 1.680273 42.506998) 
LINESTRING (1.680273 42.506998, 1.680120 42.507027) 
LINESTRING (1.680120 42.507027, 1.680027 42.506919) 
LINESTRING (1.680027 42.506919, 1.679913 42.506886) 
LINESTRING (1.679913 42.506886, 1.679830 42.506912) 
LINESTRING (1.679830 42.506912, 1.679757 42.506892) 
LINESTRING (1.679757 42.506892, 1.679659 42.506875) 
LINESTRING (1.679659 42.506875, 1.679543 42.506886) 
LINESTRING (1.679543 42.506886, 1.679405 42.506893) 
LINESTRING (1.679405 42.506893, 1.679299 42.506893) 
LINESTRING (1.679299 42.506893, 1.679195 42.506874) 
LINESTRING (1.679195 42.506874, 1.679056 42.506892) 
LINESTRING (1.679056 42.506892, 1.678892 42.506893) 
LINESTRING (1.678892 42.506893, 1.678713 42.506893) 
LINESTRING (1.678713 42.506893, 1.678456 42.506883) 
LINESTRING (1.678456 42.506883, 1.678198 42.506856) 
LINESTRING (1.678198 42.506856, 1.678005 42.506824) 
LINESTRING (1.678005 42.506824, 1.677826 42.506822) 
LINESTRING (1.677826 42.506822, 1.677723 42.506822) 
LINESTRING (1.677723 42.506822, 1.677547 42.506822) 
LINESTRING (1.677547 42.506822, 1.677282 42.506821) 
LINESTRING (1.677282 42.506821, 1.677161 42.506815) 
LINESTRING (1.677161 42.506815, 1.676966 42.506831) 
LINESTRING (1.676966 42.506831, 1.676585 42.506831) 
LINESTRING (1.676585 42.506831, 1.676416 42.506845) 
LINESTRING (1.676416 42.506845, 1.676204 42.506932) 
LINESTRING (1.676204 42.506932, 1.675961 42.506950) 
LINESTRING (1.675961 42.506950, 1.675703 42.506959) 
LINESTRING (1.675703 42.506959, 1.675520 42.506972) 
LINESTRING (1.675520 42.506972, 1.675440 42.506932) 
LINESTRING (1.675440 42.506932, 1.675375 42.506924) 
LINESTRING (1.675375 42.506924, 1.675218 42.506918) 
LINESTRING (1.675218 42.506918, 1.675081 42.506895) 
LINESTRING (1.675081 42.506895, 1.674955 42.506952) 
LINESTRING (1.674955 42.506952, 1.674890 42.506957) 
LINESTRING (1.674890 42.506957, 1.674799 42.506973) 
LINESTRING (1.674799 42.506973, 1.674736 42.507014) 
LINESTRING (1.674736 42.507014, 1.674649 42.507091) 
LINESTRING (1.674649 42.507091, 1.674546 42.507089) 
LINESTRING (1.674546 42.507089, 1.674418 42.507089) 
LINESTRING (1.674418 42.507089, 1.674319 42.507076) 
LINESTRING (1.674319 42.507076, 1.674271 42.507068) 
LINESTRING (1.674271 42.507068, 1.674187 42.506977) 
LINESTRING (1.674187 42.506977, 1.674066 42.506916) 
LINESTRING (1.674066 42.506916, 1.673965 42.506873) 
LINESTRING (1.673965 42.506873, 1.673843 42.506850) 
LINESTRING (1.673843 42.506850, 1.673721 42.506845) 
LINESTRING (1.673721 42.506845, 1.673583 42.506816) 
LINESTRING (1.673583 42.506816, 1.673479 42.506757) 
LINESTRING (1.673479 42.506757, 1.673347 42.506688) 
LINESTRING (1.673347 42.506688, 1.673174 42.506669) 
LINESTRING (1.673174 42.506669, 1.673042 42.506630) 
LINESTRING (1.673042 42.506630, 1.672959 42.506516) 
LINESTRING (1.672959 42.506516, 1.672719 42.506388) 
LINESTRING (1.672719 42.506388, 1.672569 42.506230) 
LINESTRING (1.672569 42.506230, 1.672465 42.506144) 
LINESTRING (1.672465 42.506144, 1.672378 42.506071) 
LINESTRING (1.672378 42.506071, 1.672262 42.506044) 
LINESTRING (1.672262 42.506044, 1.672278 42.505982) 
LINESTRING (1.672278 42.505982, 1.672215 42.505896) 
LINESTRING (1.672215 42.505896, 1.672136 42.505861) 
LINESTRING (1.672136 42.505861, 1.672109 42.505936) 
LINESTRING (1.672109 42.505936, 1.672077 42.506057) 
LINESTRING (1.672077 42.506057, 1.671979 42.506087) 
LINESTRING (1.671979 42.506087, 1.671859 42.506114) 
LINESTRING (1.671859 42.506114, 1.671701 42.506141) 
LINESTRING (1.671701 42.506141, 1.671660 42.506105) 
LINESTRING (1.671660 42.506105, 1.671514 42.506087) 
LINESTRING (1.671514 42.506087, 1.671335 42.506097) 
LINESTRING (1.671335 42.506097, 1.671304 42.506053) 
LINESTRING (1.671304 42.506053, 1.671260 42.505994) 
LINESTRING (1.671260 42.505994, 1.671200 42.505850) 
LINESTRING (1.671200 42.505850, 1.671137 42.505696) 
LINESTRING (1.671137 42.505696, 1.671094 42.505610) 
LINESTRING (1.671094 42.505610, 1.671014 42.505516) 
LINESTRING (1.671014 42.505516, 1.670908 42.505449) 
LINESTRING (1.670908 42.505449, 1.670766 42.505390) 
LINESTRING (1.670766 42.505390, 1.670684 42.505349) 
LINESTRING (1.670684 42.505349, 1.670530 42.505328) 
LINESTRING (1.670530 42.505328, 1.670402 42.505326) 
LINESTRING (1.670402 42.505326, 1.670183 42.505328) 
LINESTRING (1.670183 42.505328, 1.669968 42.505387) 
LINESTRING (1.669968 42.505387, 1.669816 42.505438) 
LINESTRING (1.669816 42.505438, 1.669669 42.505487) 
LINESTRING (1.669669 42.505487, 1.669439 42.505530) 
LINESTRING (1.669439 42.505530, 1.669182 42.505587) 
LINESTRING (1.669182 42.505587, 1.669128 42.505591) 
LINESTRING (1.669128 42.505591, 1.668986 42.505479) 
LINESTRING (1.668986 42.505479, 1.668906 42.505410) 
LINESTRING (1.668906 42.505410, 1.668794 42.505369) 
LINESTRING (1.668794 42.505369, 1.668706 42.505411) 
LINESTRING (1.668706 42.505411, 1.668636 42.505426) 
LINESTRING (1.668636 42.505426, 1.668545 42.505428) 
LINESTRING (1.668545 42.505428, 1.668443 42.505446) 
LINESTRING (1.668443 42.505446, 1.668317 42.505494) 
LINESTRING (1.668317 42.505494, 1.668162 42.505561) 
LINESTRING (1.668162 42.505561, 1.668011 42.505628) 
LINESTRING (1.668011 42.505628, 1.667831 42.505660) 
LINESTRING (1.667831 42.505660, 1.667606 42.505727) 
LINESTRING (1.667606 42.505727, 1.667394 42.505792) 
LINESTRING (1.667394 42.505792, 1.667298 42.505830) 
LINESTRING (1.667298 42.505830, 1.667235 42.505884) 
LINESTRING (1.667235 42.505884, 1.667109 42.505930) 
LINESTRING (1.667109 42.505930, 1.666777 42.506014) 
LINESTRING (1.666777 42.506014, 1.666593 42.506162) 
LINESTRING (1.666593 42.506162, 1.666436 42.505985) 
LINESTRING (1.666436 42.505985, 1.666381 42.505910) 
LINESTRING (1.666381 42.505910, 1.666330 42.505842) 
LINESTRING (1.666330 42.505842, 1.666340 42.505724) 
LINESTRING (1.666340 42.505724, 1.666275 42.505639) 
LINESTRING (1.666275 42.505639, 1.666280 42.505568) 
LINESTRING (1.666280 42.505568, 1.666252 42.505476) 
LINESTRING (1.666252 42.505476, 1.666165 42.505391) 
LINESTRING (1.666165 42.505391, 1.666008 42.505228) 
LINESTRING (1.666008 42.505228, 1.665921 42.505093) 
LINESTRING (1.665921 42.505093, 1.665962 42.505042) 
LINESTRING (1.665962 42.505042, 1.666040 42.504974) 
LINESTRING (1.666040 42.504974, 1.666096 42.504923) 
LINESTRING (1.666096 42.504923, 1.666068 42.504855) 
LINESTRING (1.666068 42.504855, 1.666123 42.504777) 
LINESTRING (1.666123 42.504777, 1.666077 42.504692) 
LINESTRING (1.666077 42.504692, 1.666054 42.504652) 
LINESTRING (1.666054 42.504652, 1.666073 42.504543) 
LINESTRING (1.666073 42.504543, 1.666027 42.504485) 
LINESTRING (1.666027 42.504485, 1.666054 42.504367) 
LINESTRING (1.666054 42.504367, 1.665990 42.504306) 
LINESTRING (1.665990 42.504306, 1.665990 42.504211) 
LINESTRING (1.665990 42.504211, 1.665916 42.504129) 
LINESTRING (1.665916 42.504129, 1.665911 42.504055) 
LINESTRING (1.665911 42.504055, 1.665884 42.503963) 
LINESTRING (1.665884 42.503963, 1.665856 42.503895) 
LINESTRING (1.665856 42.503895, 1.665902 42.503756) 
LINESTRING (1.665902 42.503756, 1.665893 42.503658) 
LINESTRING (1.665893 42.503658, 1.665796 42.503586) 
LINESTRING (1.665796 42.503586, 1.665704 42.503542) 
LINESTRING (1.665704 42.503542, 1.665539 42.503495) 
LINESTRING (1.665539 42.503495, 1.665396 42.503447) 
LINESTRING (1.665396 42.503447, 1.665309 42.503169) 
LINESTRING (1.665309 42.503169, 1.665332 42.503057) 
LINESTRING (1.665332 42.503057, 1.665332 42.502959) 
LINESTRING (1.665332 42.502959, 1.665283 42.502849) 
LINESTRING (1.665283 42.502849, 1.665263 42.502781) 
LINESTRING (1.665263 42.502781, 1.665207 42.502723) 
LINESTRING (1.665207 42.502723, 1.665158 42.502640) 
LINESTRING (1.665158 42.502640, 1.665033 42.502501) 
LINESTRING (1.665033 42.502501, 1.664899 42.502263) 
LINESTRING (1.664899 42.502263, 1.664743 42.502138) 
LINESTRING (1.664743 42.502138, 1.664586 42.502049) 
LINESTRING (1.664586 42.502049, 1.664549 42.501927) 
LINESTRING (1.664549 42.501927, 1.664568 42.501836) 
LINESTRING (1.664568 42.501836, 1.664664 42.501585) 
LINESTRING (1.664664 42.501585, 1.664674 42.501463) 
LINESTRING (1.664674 42.501463, 1.664692 42.501323) 
LINESTRING (1.664692 42.501323, 1.664697 42.501164) 
LINESTRING (1.664697 42.501164, 1.664609 42.501015) 
LINESTRING (1.664609 42.501015, 1.664443 42.500909) 
LINESTRING (1.664443 42.500909, 1.664351 42.500786) 
LINESTRING (1.664351 42.500786, 1.664315 42.500669) 
LINESTRING (1.664315 42.500669, 1.664379 42.500567) 
LINESTRING (1.664379 42.500567, 1.664439 42.500417) 
LINESTRING (1.664439 42.500417, 1.664439 42.500319) 
LINESTRING (1.664439 42.500319, 1.664310 42.500166) 
LINESTRING (1.664310 42.500166, 1.664218 42.500061) 
LINESTRING (1.664218 42.500061, 1.664057 42.499892) 
LINESTRING (1.664057 42.499892, 1.663799 42.499700) 
LINESTRING (1.663799 42.499700, 1.663624 42.499583) 
LINESTRING (1.663624 42.499583, 1.663611 42.499498) 
LINESTRING (1.663611 42.499498, 1.663578 42.499379) 
LINESTRING (1.663578 42.499379, 1.663578 42.499260) 
LINESTRING (1.663578 42.499260, 1.663555 42.499145) 
LINESTRING (1.663555 42.499145, 1.663431 42.499009) 
LINESTRING (1.663431 42.499009, 1.663362 42.498840) 
LINESTRING (1.663362 42.498840, 1.663290 42.498610) 
LINESTRING (1.663290 42.498610, 1.663305 42.498509) 
LINESTRING (1.663305 42.498509, 1.663234 42.498435) 
LINESTRING (1.663234 42.498435, 1.663178 42.498375) 
LINESTRING (1.663178 42.498375, 1.663074 42.498313) 
LINESTRING (1.663074 42.498313, 1.662954 42.498267) 
LINESTRING (1.662954 42.498267, 1.662830 42.498181) 
LINESTRING (1.662830 42.498181, 1.662781 42.498066) 
LINESTRING (1.662781 42.498066, 1.662641 42.497925) 
LINESTRING (1.662641 42.497925, 1.662534 42.497835) 
LINESTRING (1.662534 42.497835, 1.662427 42.497693) 
LINESTRING (1.662427 42.497693, 1.662393 42.497582) 
LINESTRING (1.662393 42.497582, 1.662330 42.497352) 
LINESTRING (1.662330 42.497352, 1.662330 42.497272) 
LINESTRING (1.662330 42.497272, 1.662225 42.497197) 
LINESTRING (1.662225 42.497197, 1.661955 42.496957) 
LINESTRING (1.661955 42.496957, 1.661970 42.496919) 
LINESTRING (1.661970 42.496919, 1.661885 42.496817) 
LINESTRING (1.661885 42.496817, 1.661866 42.496719) 
LINESTRING (1.661866 42.496719, 1.661776 42.496532) 
LINESTRING (1.661776 42.496532, 1.661750 42.496355) 
LINESTRING (1.661750 42.496355, 1.661536 42.496159) 
LINESTRING (1.661536 42.496159, 1.661580 42.495945) 
LINESTRING (1.661580 42.495945, 1.661486 42.495815) 
LINESTRING (1.661486 42.495815, 1.661225 42.495731) 
LINESTRING (1.661225 42.495731, 1.661092 42.495618) 
LINESTRING (1.661092 42.495618, 1.660822 42.495477) 
LINESTRING (1.660822 42.495477, 1.660700 42.495374) 
LINESTRING (1.660700 42.495374, 1.660508 42.495408) 
LINESTRING (1.660508 42.495408, 1.660358 42.495447) 
LINESTRING (1.660358 42.495447, 1.660228 42.495514) 
LINESTRING (1.660228 42.495514, 1.659987 42.495529) 
LINESTRING (1.659987 42.495529, 1.659917 42.495550) 
LINESTRING (1.659917 42.495550, 1.659856 42.495569) 
LINESTRING (1.659856 42.495569, 1.659740 42.495581) 
LINESTRING (1.659740 42.495581, 1.659639 42.495598) 
LINESTRING (1.659639 42.495598, 1.659523 42.495569) 
LINESTRING (1.659523 42.495569, 1.659214 42.495591) 
LINESTRING (1.659214 42.495591, 1.659044 42.495528) 
LINESTRING (1.659044 42.495528, 1.658982 42.495490) 
LINESTRING (1.658982 42.495490, 1.658796 42.495456) 
LINESTRING (1.658796 42.495456, 1.658719 42.495459) 
LINESTRING (1.658719 42.495459, 1.658645 42.495431) 
LINESTRING (1.658645 42.495431, 1.658452 42.495410) 
LINESTRING (1.658452 42.495410, 1.658336 42.495286) 
LINESTRING (1.658336 42.495286, 1.658144 42.495179) 
LINESTRING (1.658144 42.495179, 1.657953 42.495207) 
LINESTRING (1.657953 42.495207, 1.657735 42.495131) 
LINESTRING (1.657735 42.495131, 1.657564 42.495136) 
LINESTRING (1.657564 42.495136, 1.657488 42.495106) 
LINESTRING (1.657488 42.495106, 1.657433 42.495077) 
LINESTRING (1.657433 42.495077, 1.657394 42.495086) 
LINESTRING (1.657394 42.495086, 1.657377 42.495123) 
LINESTRING (1.657377 42.495123, 1.657194 42.495167) 
LINESTRING (1.657194 42.495167, 1.657045 42.495141) 
LINESTRING (1.657045 42.495141, 1.656959 42.495077) 
LINESTRING (1.656959 42.495077, 1.656780 42.495011) 
LINESTRING (1.656780 42.495011, 1.656738 42.494945) 
LINESTRING (1.656738 42.494945, 1.656648 42.494879) 
LINESTRING (1.656648 42.494879, 1.656493 42.494899) 
LINESTRING (1.656493 42.494899, 1.656129 42.494886) 
LINESTRING (1.656129 42.494886, 1.656033 42.494882) 
LINESTRING (1.656033 42.494882, 1.656005 42.494850) 
LINESTRING (1.656005 42.494850, 1.655971 42.494841) 
LINESTRING (1.655971 42.494841, 1.655959 42.494778) 
LINESTRING (1.655959 42.494778, 1.655868 42.494662) 
LINESTRING (1.655868 42.494662, 1.655708 42.494568) 
LINESTRING (1.655708 42.494568, 1.655600 42.494472) 
LINESTRING (1.655600 42.494472, 1.655519 42.494428) 
LINESTRING (1.655519 42.494428, 1.655401 42.494322) 
LINESTRING (1.655401 42.494322, 1.655326 42.494264) 
LINESTRING (1.655326 42.494264, 1.655096 42.494257) 
LINESTRING (1.655096 42.494257, 1.654954 42.494315) 
LINESTRING (1.654954 42.494315, 1.654883 42.494329) 
LINESTRING (1.654883 42.494329, 1.654790 42.494372) 
LINESTRING (1.654790 42.494372, 1.654743 42.494379) 
LINESTRING (1.654743 42.494379, 1.654643 42.494397) 
LINESTRING (1.654643 42.494397, 1.654587 42.494385) 
LINESTRING (1.654587 42.494385, 1.654559 42.494366) 
LINESTRING (1.654559 42.494366, 1.654503 42.494351) 
LINESTRING (1.654503 42.494351, 1.654439 42.494255) 
LINESTRING (1.654439 42.494255, 1.654414 42.494189) 
LINESTRING (1.654414 42.494189, 1.654412 42.494154) 
LINESTRING (1.654412 42.494154, 1.654348 42.494091) 
LINESTRING (1.654348 42.494091, 1.654344 42.494048) 
LINESTRING (1.654344 42.494048, 1.654326 42.494018) 
LINESTRING (1.654326 42.494018, 1.654280 42.494008) 
LINESTRING (1.654280 42.494008, 1.654162 42.494006) 
LINESTRING (1.654162 42.494006, 1.654000 42.494025) 
LINESTRING (1.654000 42.494025, 1.653853 42.494037) 
LINESTRING (1.653853 42.494037, 1.653739 42.494078) 
LINESTRING (1.653739 42.494078, 1.653671 42.494088) 
LINESTRING (1.653671 42.494088, 1.653599 42.494076) 
LINESTRING (1.653599 42.494076, 1.653457 42.493989) 
LINESTRING (1.653457 42.493989, 1.653407 42.493948) 
LINESTRING (1.653407 42.493948, 1.653261 42.493887) 
LINESTRING (1.653261 42.493887, 1.653238 42.493837) 
LINESTRING (1.653238 42.493837, 1.653153 42.493799) 
LINESTRING (1.653153 42.493799, 1.653055 42.493759) 
LINESTRING (1.653055 42.493759, 1.652937 42.493685) 
LINESTRING (1.652937 42.493685, 1.652750 42.493594) 
LINESTRING (1.652750 42.493594, 1.652695 42.493587) 
LINESTRING (1.652695 42.493587, 1.652506 42.493585) 
LINESTRING (1.652506 42.493585, 1.652416 42.493575) 
LINESTRING (1.652416 42.493575, 1.652386 42.493552) 
LINESTRING (1.652386 42.493552, 1.652358 42.493513) 
LINESTRING (1.652358 42.493513, 1.652264 42.493500) 
LINESTRING (1.652264 42.493500, 1.652199 42.493482) 
LINESTRING (1.652199 42.493482, 1.652185 42.493406) 
LINESTRING (1.652185 42.493406, 1.652165 42.493376) 
LINESTRING (1.652165 42.493376, 1.652110 42.493340) 
LINESTRING (1.652110 42.493340, 1.652111 42.493291) 
LINESTRING (1.652111 42.493291, 1.652144 42.493186) 
LINESTRING (1.652144 42.493186, 1.652190 42.493099) 
LINESTRING (1.652190 42.493099, 1.652182 42.493075) 
LINESTRING (1.652182 42.493075, 1.652137 42.493043) 
LINESTRING (1.652137 42.493043, 1.652038 42.493069) 
LINESTRING (1.652038 42.493069, 1.651786 42.493230) 
LINESTRING (1.651786 42.493230, 1.651723 42.493291) 
LINESTRING (1.651723 42.493291, 1.651682 42.493311) 
LINESTRING (1.651682 42.493311, 1.651650 42.493349) 
LINESTRING (1.651650 42.493349, 1.651610 42.493388) 
LINESTRING (1.651610 42.493388, 1.651588 42.493435) 
LINESTRING (1.651588 42.493435, 1.651617 42.493476) 
LINESTRING (1.651617 42.493476, 1.651599 42.493495) 
LINESTRING (1.651599 42.493495, 1.651557 42.493512) 
LINESTRING (1.651557 42.493512, 1.651491 42.493550) 
LINESTRING (1.651491 42.493550, 1.651463 42.493569) 
LINESTRING (1.651463 42.493569, 1.651408 42.493608) 
LINESTRING (1.651408 42.493608, 1.651358 42.493611) 
LINESTRING (1.651358 42.493611, 1.651310 42.493586) 
LINESTRING (1.651310 42.493586, 1.651142 42.493488) 
LINESTRING (1.651142 42.493488, 1.651162 42.493427) 
LINESTRING (1.651162 42.493427, 1.651165 42.493384) 
LINESTRING (1.651165 42.493384, 1.651196 42.493331) 
LINESTRING (1.651196 42.493331, 1.651189 42.493289) 
LINESTRING (1.651189 42.493289, 1.651193 42.493248) 
LINESTRING (1.651193 42.493248, 1.651206 42.493155) 
LINESTRING (1.651206 42.493155, 1.651236 42.493127) 
LINESTRING (1.651236 42.493127, 1.651262 42.493075) 
LINESTRING (1.651262 42.493075, 1.651323 42.492905) 
LINESTRING (1.651323 42.492905, 1.651390 42.492822) 
LINESTRING (1.651390 42.492822, 1.651380 42.492749) 
LINESTRING (1.651380 42.492749, 1.651427 42.492704) 
LINESTRING (1.651427 42.492704, 1.651566 42.492614) 
LINESTRING (1.651566 42.492614, 1.651708 42.492563) 
LINESTRING (1.651708 42.492563, 1.651802 42.492506) 
LINESTRING (1.651802 42.492506, 1.651856 42.492435) 
LINESTRING (1.651856 42.492435, 1.651919 42.492368) 
LINESTRING (1.651919 42.492368, 1.651863 42.492347) 
LINESTRING (1.651863 42.492347, 1.651749 42.492317) 
LINESTRING (1.651749 42.492317, 1.651708 42.492273) 
LINESTRING (1.651708 42.492273, 1.651710 42.492218) 
LINESTRING (1.651710 42.492218, 1.651635 42.492098) 
LINESTRING (1.651635 42.492098, 1.651567 42.492011) 
LINESTRING (1.651567 42.492011, 1.651508 42.491958) 
LINESTRING (1.651508 42.491958, 1.651490 42.491882) 
LINESTRING (1.651490 42.491882, 1.651438 42.491839) 
LINESTRING (1.651438 42.491839, 1.651367 42.491806) 
LINESTRING (1.651367 42.491806, 1.651271 42.491789) 
LINESTRING (1.651271 42.491789, 1.651227 42.491762) 
LINESTRING (1.651227 42.491762, 1.651191 42.491705) 
LINESTRING (1.651191 42.491705, 1.651189 42.491616) 
LINESTRING (1.651189 42.491616, 1.651155 42.491569) 
LINESTRING (1.651155 42.491569, 1.651158 42.491444) 
LINESTRING (1.651158 42.491444, 1.651147 42.491403) 
LINESTRING (1.651147 42.491403, 1.651115 42.491379) 
LINESTRING (1.651115 42.491379, 1.651100 42.491330) 
LINESTRING (1.651100 42.491330, 1.651128 42.491297) 
LINESTRING (1.651128 42.491297, 1.651164 42.491259) 
LINESTRING (1.651164 42.491259, 1.651185 42.491160) 
LINESTRING (1.651185 42.491160, 1.651155 42.491104) 
LINESTRING (1.651155 42.491104, 1.651055 42.491079) 
LINESTRING (1.651055 42.491079, 1.650929 42.491082) 
LINESTRING (1.650929 42.491082, 1.650842 42.491112) 
LINESTRING (1.650842 42.491112, 1.650745 42.491087) 
LINESTRING (1.650745 42.491087, 1.650677 42.491165) 
LINESTRING (1.650677 42.491165, 1.650620 42.491173) 
LINESTRING (1.650620 42.491173, 1.650494 42.491143) 
LINESTRING (1.650494 42.491143, 1.650169 42.491106) 
LINESTRING (1.650169 42.491106, 1.650021 42.491068) 
LINESTRING (1.650021 42.491068, 1.649875 42.491007) 
LINESTRING (1.649875 42.491007, 1.649825 42.490941) 
LINESTRING (1.649825 42.490941, 1.649707 42.490876) 
LINESTRING (1.649707 42.490876, 1.649596 42.490847) 
LINESTRING (1.649596 42.490847, 1.649508 42.490878) 
LINESTRING (1.649508 42.490878, 1.649381 42.490877) 
LINESTRING (1.649381 42.490877, 1.649286 42.490829) 
LINESTRING (1.649286 42.490829, 1.649058 42.490771) 
LINESTRING (1.649058 42.490771, 1.648912 42.490704) 
LINESTRING (1.648912 42.490704, 1.648711 42.490620) 
LINESTRING (1.648711 42.490620, 1.648645 42.490561) 
LINESTRING (1.648645 42.490561, 1.648616 42.490497) 
LINESTRING (1.648616 42.490497, 1.648464 42.490460) 
LINESTRING (1.648464 42.490460, 1.648290 42.490394) 
LINESTRING (1.648290 42.490394, 1.648147 42.490366) 
LINESTRING (1.648147 42.490366, 1.648085 42.490352) 
LINESTRING (1.648085 42.490352, 1.647957 42.490321) 
LINESTRING (1.647957 42.490321, 1.647885 42.490302) 
LINESTRING (1.647885 42.490302, 1.647757 42.490275) 
LINESTRING (1.647757 42.490275, 1.647699 42.490248) 
LINESTRING (1.647699 42.490248, 1.647644 42.490172) 
LINESTRING (1.647644 42.490172, 1.647671 42.490076) 
LINESTRING (1.647671 42.490076, 1.647686 42.490020) 
LINESTRING (1.647686 42.490020, 1.647647 42.489972) 
LINESTRING (1.647647 42.489972, 1.647533 42.489924) 
LINESTRING (1.647533 42.489924, 1.647496 42.489904) 
LINESTRING (1.647496 42.489904, 1.647485 42.489863) 
LINESTRING (1.647485 42.489863, 1.647499 42.489844) 
LINESTRING (1.647499 42.489844, 1.647567 42.489823) 
LINESTRING (1.647567 42.489823, 1.647617 42.489665) 
LINESTRING (1.647617 42.489665, 1.647650 42.489608) 
LINESTRING (1.647650 42.489608, 1.647950 42.489392) 
LINESTRING (1.647950 42.489392, 1.648078 42.489213) 
LINESTRING (1.648078 42.489213, 1.648106 42.489041) 
LINESTRING (1.648106 42.489041, 1.648087 42.488905) 
LINESTRING (1.648087 42.488905, 1.648046 42.488774) 
LINESTRING (1.648046 42.488774, 1.648004 42.488692) 
LINESTRING (1.648004 42.488692, 1.647905 42.488615) 
LINESTRING (1.647905 42.488615, 1.647823 42.488613) 
LINESTRING (1.647823 42.488613, 1.647689 42.488555) 
LINESTRING (1.647689 42.488555, 1.647425 42.488422) 
LINESTRING (1.647425 42.488422, 1.647349 42.488369) 
LINESTRING (1.647349 42.488369, 1.647312 42.488313) 
LINESTRING (1.647312 42.488313, 1.647298 42.488269) 
LINESTRING (1.647298 42.488269, 1.647185 42.488151) 
LINESTRING (1.647185 42.488151, 1.647034 42.488053) 
LINESTRING (1.647034 42.488053, 1.647003 42.488015) 
LINESTRING (1.647003 42.488015, 1.646995 42.487966) 
LINESTRING (1.646995 42.487966, 1.646977 42.487898) 
LINESTRING (1.646977 42.487898, 1.646994 42.487862) 
LINESTRING (1.646994 42.487862, 1.647077 42.487818) 
LINESTRING (1.647077 42.487818, 1.647108 42.487764) 
LINESTRING (1.647108 42.487764, 1.647072 42.487698) 
LINESTRING (1.647072 42.487698, 1.647034 42.487599) 
LINESTRING (1.647034 42.487599, 1.647024 42.487552) 
LINESTRING (1.647024 42.487552, 1.647089 42.487456) 
LINESTRING (1.647089 42.487456, 1.647094 42.487418) 
LINESTRING (1.647094 42.487418, 1.647158 42.487382) 
LINESTRING (1.647158 42.487382, 1.647172 42.487352) 
LINESTRING (1.647172 42.487352, 1.647121 42.487329) 
LINESTRING (1.647121 42.487329, 1.647038 42.487263) 
LINESTRING (1.647038 42.487263, 1.646986 42.487243) 
LINESTRING (1.646986 42.487243, 1.646963 42.487197) 
LINESTRING (1.646963 42.487197, 1.646945 42.487168) 
LINESTRING (1.646945 42.487168, 1.646853 42.487155) 
LINESTRING (1.646853 42.487155, 1.646733 42.487186) 
LINESTRING (1.646733 42.487186, 1.646664 42.487164) 
LINESTRING (1.646664 42.487164, 1.646582 42.487163) 
LINESTRING (1.646582 42.487163, 1.646532 42.487155) 
LINESTRING (1.646532 42.487155, 1.646481 42.487113) 
LINESTRING (1.646481 42.487113, 1.646330 42.487076) 
LINESTRING (1.646330 42.487076, 1.646231 42.486986) 
LINESTRING (1.646231 42.486986, 1.646152 42.486930) 
LINESTRING (1.646152 42.486930, 1.646065 42.486773) 
LINESTRING (1.646065 42.486773, 1.646078 42.486734) 
LINESTRING (1.646078 42.486734, 1.646145 42.486667) 
LINESTRING (1.646145 42.486667, 1.646007 42.486616) 
LINESTRING (1.646007 42.486616, 1.645968 42.486540) 
LINESTRING (1.645968 42.486540, 1.645967 42.486461) 
LINESTRING (1.645967 42.486461, 1.646049 42.486410) 
LINESTRING (1.646049 42.486410, 1.646171 42.486282) 
LINESTRING (1.646171 42.486282, 1.646192 42.486257) 
LINESTRING (1.646192 42.486257, 1.646184 42.486159) 
LINESTRING (1.646184 42.486159, 1.646158 42.486064) 
LINESTRING (1.646158 42.486064, 1.646094 42.486016) 
LINESTRING (1.646094 42.486016, 1.646075 42.485962) 
LINESTRING (1.646075 42.485962, 1.646034 42.485938) 
LINESTRING (1.646034 42.485938, 1.645902 42.485888) 
LINESTRING (1.645902 42.485888, 1.645877 42.485860) 
